tmc,lottr_am_peak,lottr_midday,lottr_pm_peak,lottr_weekend
120P05196,1.14286,1.14286,1.5,1.15385
120P05197,1.2,1.2,1.90909,1.1
120P05198,1.09524,1.18182,2,1.19048
120P05199,1.09524,1.18182,2,1.13636
120P05200,1.09091,1.18182,2.33333,1.1
120P05201,1.12903,1.1875,2.05,1.13333
120P05202,1.22222,1.25,1.39394,1.15385
120P05203,1.36842,1.3,1.28571,1.16667
120P05204,1.2,1.3,1.45455,1.1
120P05205,1,1,1.1,1
120P05206,1.16667,1.16667,1,1.16667
120P05207,1.07692,1.07692,1.07692,1.07692
120P05208,1.0678,1.0678,1.1,1.10526
120P05209,1.09091,1.09091,1.09091,1.09091
120P05210,1.48571,1.7,1.375,1.68
120P05211,2.57143,1.12,2.17241,1.125
120P05212,1.5,1,1.66667,1.2
120P05213,1.5,1.14286,1.25,1.14286
120P05214,1.13333,1.14286,1.2,1.14286
120P05215,1.16667,1.11765,1.05263,1.11765
120P05216,1.23529,1.05882,1.05263,1.11765
120P05217,1.06667,1,1.06667,1.06667
120P05218,1.05263,1.05263,1.05,1.05263
120P05219,1.05,1.05,1.09524,1.05
120P05220,1.1,1.1,1.18182,1.1
120P05221,1.03571,1.03571,1.66667,1.07143
120P05222,1,1,2.5,1
120P05223,1.18182,1.13636,2.55172,1.18182
120P05224,2,2,1.35714,1.85714
120P05225,1.90323,1.82759,1.36735,1.58621
120P05226,1.92308,1.69565,1.42308,1.22727
120P05228,1.97436,1.9375,1.87879,1.23333
120P05229,1.41304,2,1.91837,1.26316
120P05230,1.125,1.75,1.8,1.28571
120P05231,1.28125,1.59375,1.70213,1.2
120P05232,1.83333,1.75,1.6,1.25
120P05233,1.96,1.91667,1.51667,1.43478
120P05234,2.11765,2.125,1.4898,1.6
120P05235,1.82927,2.40625,1.4486,2
120P05236,1.375,1.51852,1.37255,1.42308
120P05237,1.13043,1.13636,1.45161,1.14286
120P05238,1.11111,1.05556,1.59259,1.11765
120P05239,1.18182,1.09091,1.37143,1.09524
120P05240,1.1,1.11111,1.46667,1.11111
120P05241,1.21053,1.10526,1.14286,1.11111
120P05242,1.06667,1.0625,2,1.06667
120P05243,1.1,1.1,1.83333,1.1
120P05244,1.14286,1.14286,1.625,1.14286
120P05245,1.13333,1.0625,1.11111,1.13333
120P05246,1.05882,1.05882,1.05556,1.05882
120P05247,1,1,1,1
120P05248,1.05882,1.11765,1.05556,1.11765
120P05249,1.1,1,1,1.11111
120P05250,1.61538,1.08333,1.08,1.13043
120P05251,1.41935,1.06897,1.1,1.10714
120P05252,1.08696,1.09091,1.08696,1.09091
120P05253,1.07692,1.08,1.12,1.08
120P05254,1.07143,1.15385,1.15385,1.07692
120P05255,1.12,1.12,2.06897,1.16667
120P05256,1.2381,1.2381,1.36364,1.2381
120P05257,1.4,1.4,1.25,1.5
120P05259,1.34783,1.41667,1.53846,1.61905
120P05260,2.37037,2.7027,1.57317,2.1
120P05264,1.1,1.09677,1.13333,1.17857
120P05265,1.04762,1.04651,1.04762,1.07317
120P05266,1.03571,1.03571,1.07407,1.11111
120P05267,1.07692,1.03846,1.08,1.04
120P05268,1.12,1.04,1.08333,1.08696
120P05269,1.47619,1.09524,1.09524,1.15
120P05270,1.77778,1,1,1.125
120P05271,1.25,1.03704,1.03846,1.08
120P05272,1.13043,1.04545,1.04762,1.04762
120P05273,1.35714,1.07692,1.08333,1.08333
120P05274,1.1875,1,1.06667,1.06667
120P05275,1.22857,1.0625,1.09677,1.1
120P05281,1.16667,1.10526,1.11111,1.10526
120P05282,1.2,1.24,1.25,1.2
120P05283,1.16667,1.07692,1.25,1.25
120P05284,1.51613,1.06452,1.1,1.1
120P05285,2.03704,1.09091,1.14286,1.14286
120P05286,1.36364,1.09524,1.15,1.15789
120P05287,1.15385,1.16667,1.16667,1.08333
120P05288,1.45833,1.07895,1.05128,1.07895
120P05291,2.58,1.45652,1.13636,1.11905
120P05292,1.63333,2.27273,2.73333,1.53846
120P05293,1.20755,1.2,2.23333,2.54545
120P05294,1.10417,1.12,1.35556,1.5
120P05296,1.04762,1.13636,3.95652,1.09524
120P05297,1.09524,1.68182,4.08333,1.14286
120P05298,1.13333,2.64706,3.37037,1.33333
120P05299,1.66667,2.57143,1.75385,2.55556
120P05300,2.33333,1.28571,1.44444,4
120P05301,1.83333,1.28571,1.38462,2.33333
120P05302,1.21429,1.3125,1.73077,1.28571
120P05303,1.33333,1.66667,1.83333,1.33333
120P05304,1.21739,1.38462,1.59259,1.17391
120P05305,1.57143,2.125,1.47368,1.28571
120P05306,1.35714,1.78788,1.44,1.51852
120P05307,1.11111,1.875,1.43373,1.27027
120P05308,1.16667,2,1.46154,1.14286
120P05309,1.13333,1.94118,1.56522,1.0625
120P05310,1.14706,1.12821,1.13514,1.15789
120P05311,1.09091,1.07692,1.08333,1.16667
120P05312,1.16667,1.125,1.17391,1.17391
120P05313,1.15385,1.07692,1.08,1.125
120P05314,1.63158,1.05263,1.11111,1.11111
120P05315,1.91525,1.05455,1.09259,1.09434
120P05316,1.07143,1.07143,1.15385,1.07692
120P05317,1.06557,1.04839,1.06557,1.0678
120P05318,1,1,1,1
120P05319,1.08696,1.08696,1.08696,1.09091
120P05320,1.09302,1.08889,1.08889,1.15909
120P05321,1.12,1.11538,1.14815,1.16
120P05324,1.14286,1.05,1.05,1.05263
120P05325,1.38462,1.04,1.04,1.08696
120P05326,2.57692,1.04167,1.0625,1.06522
120P05328,1.0625,1.06383,1.04255,1.04444
120P05329,1.0566,1.03846,1.05769,1.08163
120P05332,1.14815,1.10714,1.17857,1.14815
120P05333,1.10526,1.12821,1.15385,1.15789
120P05334,1.11111,1.1,1.22222,1.11111
120P05336,1.2,1.88889,1.56522,1.0625
120P05337,1.33333,1.94444,1.58333,1.125
120P05338,1.5,1,1.66667,1.5
120P05339,1.16667,1.23077,1.73333,1.07692
120P05340,1.1,1.18182,5.46154,1.1
120P05341,1.1875,4.33333,1.22222,2.83333
120P05344,1.09524,1.09524,1.09524,1.04762
120P05345,1.28571,1.35714,4.23529,1.35714
120P05346,1.85714,2.21429,2,2.4
120P05347,1.92857,1.92857,1.34783,1.85714
120P05348,1.11111,1.14815,1.58621,1.11538
120P05349,1.44444,1.77778,2.25,1.29412
120P05350,1.125,1.24,2.21429,1.17391
120P05351,1.18182,2.75,1.89362,2.45455
120P05352,1.13953,2.32,1.4537,2.93478
120P05353,1.10526,2.7,1.30159,3.08696
120P05354,1.08696,2,1.31579,2.10345
120P05355,1.10811,1.12821,1.16279,1.12821
120P05357,1.07692,1.07143,1.14286,1.07143
120P05358,1.16667,1.58065,2.11111,1.59375
120P05360,1.35,3.1,1.88406,2.54545
120P05361,2,4,2,3
120P05363,2.11538,2.71154,1.36,1.65
120P05365,2.5,2,1.25,1
120P05366,2.03704,1.76,1.13333,1.32
120P05367,1.22222,1.05882,1.05263,1.11765
120P05369,1.23529,1.4,1.94444,2.1875
120P05370,1.25,1.36364,3,3.625
120P05375,2.04545,1.09091,1.09091,1.09091
120P05376,1.66667,1.12,1.12,1.08333
120P05377,1.64706,1.16,1.08,1.08333
120P05378,1,2,1,1
120P05379,1.375,1.3,1.1,1.1
120P05380,1.30435,1.26667,1.0625,1.13333
120P05381,1.30556,1.11538,1.11538,1.16
120P05382,1.25,1.16667,1.16667,1.25
120P05383,1.71795,1.08824,1.11429,1.12121
120P05384,2.06667,1.07692,1.21429,1.15385
120P05385,2.48649,1.10345,1.61765,1.24138
120P05386,1.59375,1.13043,1.46429,1.47826
120P05387,1.3,1.33333,1.1,1.9
120P05388,1.42424,1.3125,1.08824,1.47059
120P05389,3.14286,1.16667,1.08333,1.08333
120P05390,2.23077,1.4,1.04762,1.15
120P05394,1.28571,3,1.29091,1.375
120P05405,1.13333,1.125,1.35294,1.14286
120P05406,1.06667,1.2,1.29412,1.07143
120P05409,1.18182,1.18182,1.09091,1.2
120P05411,2.2,1.55172,1.66667,1.40741
120P05429,1.09091,1.09091,1.16129,1.1875
120P05430,1.04762,1.04762,1.1,1.10526
120P05439,1,1,1.09091,1
120P05440,1.07692,1.07692,1.07692,1.07692
120P05442,1.125,1.125,1.125,1.125
120P05443,1.04545,1.04545,1.04545,1.04545
120P05444,1.16667,1.16667,1.16667,1.16667
120P05445,1.07692,1.07692,1.07692,1
120P05446,1.12121,1.15152,1.15625,1.125
120P05834,1.0625,1.0625,1.0625,1.0625
120P05835,1.02381,1.02381,1.02381,1.04878
120P05836,1.03846,1.03846,1.03846,1.03846
120P05837,1.04545,1.04545,1,1.04545
120P05839,1.11111,1.08696,1.13333,1.15909
120P05840,1.02941,1.02941,1.02941,1.02941
120P05841,1.03448,1.03448,1.03448,1.03448
120P05842,1,1,1,1
120P05843,1.16,1.04,1.04,1.04
120P05844,1.15385,1.08333,1.08333,1.08333
120P05845,1.05556,1.05714,1.08571,1.08571
120P05846,1.04762,1.04762,1.07143,1.07317
120P05847,1.05882,1.05882,1.05714,1.06061
120P05848,1.04348,1.04348,1.08333,1.09091
120P05849,1,1.06667,1.33333,1.07143
120P05850,1.08333,1.08333,1.38462,1.08333
120P05851,1,1.05882,1.22222,1.0625
120P05852,1.07018,1.10169,1.42857,1.14286
120P05853,1.10526,1.1,1.38095,1.21053
120P05854,1.04545,1.04545,1.08696,1.04545
120P05855,1.03571,1.03571,1.06897,1
120P05856,1.03333,1.03333,1,1.03333
120P05857,1.02326,1.02326,1.02273,1.02273
120P05860,1.04444,1.04444,1.26087,1.09302
120P05861,1.03409,1.03409,1.68478,1.04651
120P05862,1.03409,1.04545,1.69565,1.04651
120P05863,1.03125,1.03125,2.14706,1.03125
120P05864,1.03226,1.06452,2.22857,1.06667
120P05865,1.14286,1.14286,1,1.14286
120P05866,1.05,1.05,1.05,1.05
120P05867,1,1,1.03226,1.03333
120P05868,1.03571,1.10714,1.03571,1.07407
120P05869,1.11111,1.37037,1.03704,1.03704
120P05870,1.05556,1.05556,1.05556,1.05556
120P05871,1,1,1.04545,1.04545
120P05872,1.05,1.05,1.05,1.05
120P05873,1.05128,1.05128,1.05263,1.05263
120P05874,1.25,1,1,1
120P05875,1.03704,1.03704,1.03571,1.07407
120P05876,1.1875,1.13333,1.1875,1.1875
120P05877,1.33333,1.33333,1.33333,1.33333
120P05878,1.04167,1.08696,1.08696,1.09091
120P05879,1.05882,1.05882,1.05882,1.125
120P05880,1.05263,1.05263,1.05263,1.05263
120P05881,1.05882,1.05882,1.125,1.0625
120P05882,1.13333,1.13333,1.26667,1.14286
120P05883,1.18,1.18,1.38462,1.16327
120P05884,1.04167,1.04167,1.08696,1.08696
120P05885,1.10811,1.08108,1.11111,1.11111
120P05886,1.10811,1.10811,1.10811,1.10811
120P05887,1.13636,1.13636,1.14286,1.14286
120P05888,1.23077,1.21429,1.28571,1.25
120P05889,1.1,1.09756,1.12195,1.12821
120P05891,1.10714,1.08333,1.53846,1.1
120P05892,1.06061,1.09091,1.09091,1.09375
120P05893,1.08333,1.08333,1.08333,1.08333
120P05894,1.06452,1.0625,1.09677,1.1
120P05895,1.08333,1.08333,1.08333,1.09091
120P05914,1.06061,1.06061,1.0625,1.0625
120P05915,1,1,1,1
120P05916,1.03704,1.03704,1.03704,1.03571
120P05917,1.06897,1.03448,1.06897,1.06897
120P05935,1.09677,1.06452,1.1,1.10345
120P05936,1.0678,1.05085,1.11864,1.10714
120P05937,1.0625,1,1.35294,1.0625
120P05938,1.05263,1.03509,1.32203,1.09091
120P05939,1.03571,1.03571,1.10345,1.07407
120P05940,1.04545,1.02273,1.11111,1.04651
120P05941,1.06061,1.06061,1.20588,1.0625
120P05942,1.13158,1.15385,1.26829,1.11111
120P06132,1,1,1,1
120P06140,1.46154,1.46667,1.44444,1.6875
120P06141,1.5,1.48,1.55172,1.52941
120P06188,1.09677,1.0625,1.06452,1.0625
120P06189,1.06667,1.06667,1.03333,1.06667
120P06190,1.04651,1.04651,1.04651,1.02273
120P06191,1.02941,1.02941,1.02857,1.05882
120P06192,1.05128,1.05128,1.025,1.025
120P06193,1.03448,1.03448,1.03448,1.03448
120P06205,1.03571,1.03571,1.03571,1.03571
120P06206,1,1.04545,1.04545,1.04545
120P06207,1.10526,1.10526,1.05263,1.05263
120P06208,1,1.04167,1.04167,1.04167
120P06209,1.05263,1,1.05263,1.05263
120P06211,1,1,1.04348,1.09091
120P06212,1.03226,1.03226,1.03226,1.06452
120P06213,1,1,1,1
120P06215,1.05556,1.05556,1.05556,1.08333
120P06216,1.03571,1.03571,1.03571,1.07143
120P06217,1.06061,1.06061,1.06061,1.02941
120P06218,1.04,1.04,1.04,1.04
120P06219,1.05263,1.07895,1.05128,1.10526
120P06221,1,1,1,1
120P06222,1.04348,1.04348,1.04348,1.04348
120P06223,1.04,1.04,1.04,1.08333
120P06224,1.07692,1.07692,1.07692,1.07692
120P06225,1,1.03846,1.07692,1.03846
120P06226,1.04545,1.04545,1.04545,1.09524
120P06227,1.03448,1.07143,1.03448,1.07143
120P06228,1.05,1.05,1.05,1.05
120P06229,1.03226,1.03226,1.03226,1.03226
120P06230,1,1,1.08333,1.08333
120P06231,1,1,1.07692,1.07692
120P06232,1.05882,1.05882,1,1.05882
120P06233,1.05714,1.02857,1.05714,1.05882
120P06234,1.04167,1.08696,1.04167,1.08696
120P06235,1.04167,1.04167,1.04167,1.04167
120P06236,1.03846,1.03846,1.03846,1.03846
120P06237,1.04,1.04,1.04,1.04
120P06238,1.06897,1.06897,1.06897,1.06897
120P06239,1,1,1.08333,1.08333
120P06240,1.03571,1.07407,1.03571,1.07407
120P06241,1.07143,1.07143,1.07143,1.07143
120P06242,1.08333,1.08333,1.08333,1
120P06243,1.11429,1.11429,1.11765,1.05882
120P06244,1.03704,1.03704,1.03704,1.07692
120P06245,1.05263,1.05263,1.05263,1.05263
120P06246,1.04762,1,1.04762,1.04762
120P06247,1.09091,1.09524,1.09524,1.1
120P06248,1.19231,1.16,1.19231,1.12
120P06251,1.03448,1,1.03448,1.03448
120P06252,1.03704,1.03704,1.03704,1.03704
120P06253,1,1,1,1
120P06254,1.07692,1.05263,1.05263,1.07895
120P06255,1,1,1,1
120P06258,1,1.03448,1.03448,1.03448
120P06260,1,1,1,1
120P06263,1.03448,1.03448,1.03448,1.06897
120P06264,1.14815,1.14815,1.14815,1.19231
120P06268,1,1,1,1
120P06269,1.2,1.2,1,1
120P06270,1.06897,1.06897,1.07143,1.07143
120P06271,1.1875,1.2,1.28571,1.21429
120P06272,1.2,1.2,1.2,1.2
120P06273,1.09091,1.09091,1.09091,1
120P06274,1.11111,1.11111,1.11111,1.11111
120P06275,1,1.09091,1.09091,1.09091
120P06276,1.04762,1.1,1.1,1.1
120P06277,1.11111,1.11111,1.11111,1.11111
120P06278,1.08108,1.05405,1.05556,1.08571
120P06279,1.0625,1.0625,1.0625,1.13333
120P06280,1.05263,1.05263,1.05263,1.05263
120P06281,1.09091,1,1.09091,1
120P06282,1.07143,1.07143,1.07143,1.07143
120P06283,1.05405,1.02703,1.02703,1.05556
120P06284,1.07692,1,1.07692,1.08333
120P06285,1.17647,1.125,1.1875,1.0625
120P06287,1.0625,1.0625,1.0625,1.06452
120P06291,1,1,1,1.04
120P06292,1.12,1.12,1.08,1.08163
120P06294,1.16667,1.16667,1.18182,1.2381
120P06295,1.41667,1.38462,1.4,1.7
120P06296,1.19048,1.17391,1.18182,1.25
120P06297,1.13043,1.19231,1.26087,1.27273
120P06298,1,1.16667,1.2,1.2
120P06299,1.2,1.15385,1.45455,1.36364
120P06303,1.10345,1.14286,1.23529,1.16
120P06305,1.23077,1.12821,1.23256,1.24242
120P06310,1.11364,1.12245,1.20408,1.21429
120P06313,1.2,1.14286,1.33333,1.33333
120P06317,1.14286,1.28571,1.25,1.33333
120P06318,1.18182,1.17391,1.20833,1.31579
120P06322,1,1,1,1
120P06329,1,1,1,1
120P06334,2,1,2,2
120P06339,2.33333,1.33333,2.2,2.33333
120P06340,1.28571,1.2,1.28571,1.4
120P06341,1.7,1.33333,1.38462,1.77778
120P06342,1.33333,1.5,1.66667,2
120P06343,1.16667,1.11111,1.16667,1.1875
120P06347,1,1,1,2
120P06348,2,1.5,1,1.5
120P06350,1.5,1.33333,1.33333,1.33333
120P06352,1.6,1.28571,1.42857,1.5
120P06355,1.77778,1.6875,1.92857,2
120P06358,1.66667,1.25,1.33333,1.33333
120P06360,1,1.16667,1.16667,1.16667
120P06361,1.45455,1.58333,1.5,1.52941
120P06362,1.14286,1.14286,1.14286,1.14286
120P06363,1.5,1.5,1.5,1.5
120P06367,1.5,1.5,1.5,1
120P06375,1.375,1.5,1.36364,1.58333
120P06378,1,2,1.6,1.16667
120P06380,1,1.5,1.375,1.25
120P06382,1.25,1.25,3.2,1.5
120P06383,1.2,1.18182,2.35,1.3
120P06384,1.5,1,1,1.5
120P06387,1.5,1.4,1.4,1.66667
120P06393,1,1.5,1.5,1.5
120P06396,1.5,2,1.5,2
120P06397,1.5,1.44444,1.4375,1.5
120P06398,1.5,1.44444,1.4375,1.5
120P06401,1.29412,1.45,1.45455,1.61111
120P06402,1.5,2,2,2
120P06403,2.16667,1.85714,1.625,1.85714
120P06404,1.46154,1.46154,1.46154,1.61538
120P06406,1.75,1.75,1.66667,1.75
120P06407,2,1,1.5,3
120P06413,1.33333,1.66667,1.33333,1.66667
120P06416,2,2,1,2
120P06417,1.5,1.2,1.2,1.5
120P06418,1.5,1.5,1.4,1.75
120P06421,1.33333,1.35714,1.47368,1.61538
120P06422,1.4,1.4,1.57143,1.8
120P06426,1,1.5,1.5,1.5
120P06427,1.22857,1.20588,1.18182,1.1875
120P06428,1.25,1.33333,1.6,1.75
120P06429,1.27778,1.25,1.30769,1.41667
120P06430,1,1,2,1
120P06435,1.57143,1.54545,1.53846,1.57143
120P06438,1.42857,1.28571,1.71429,1.66667
120P06439,1.4,1.47059,1.58824,1.6875
120P06443,1.625,1.6,1.6,1.66667
120P06444,1.34615,1.33333,1.33333,1.44
120P06446,1.4,1.375,1.40741,1.5
120P06449,1.46667,1.25,1.38889,1.5
120P06451,1.5,1.5,1.5,1
120P06453,1.63636,1.43478,1.6,1.71429
120P06458,1.32143,1.3125,1.36111,1.4
120P06461,1.5,1.5,2,1.5
120P06469,1.14815,1.11111,1.11538,1.15385
120P06471,1.25,1.25,1.25,1.375
120P06474,1.07692,1.11538,1.16667,1.16667
120P06477,1.22727,1.28,1.34783,1.34783
120P06478,1.28571,1.22222,1.25,1.375
120P06479,1.33333,1.25,1.25,1.25
120P06480,1.25,1.44444,1.5,1.625
120P06481,1.27273,1.57143,1.75,2.09091
120P06482,1.18182,1.61538,1.75,2.09091
120P06483,1.5,1.8,2,2.2
120P06493,1,2,1.5,1.25
120P06494,1,1,1,1
120P06495,1.5,1.5,1.5,1.5
120P06496,1,1,1,1
120P06497,1.2,1.2,1.2,1.2
120P06500,1,1,1,1
120P06501,1.6,1.33333,1.5,1.5
120P06505,1.41667,1.4,1.30435,1.31818
120P06506,1.37143,1.2,1.21875,1.27586
120P06507,1.66667,1.5,1.8,1.66667
120P06508,1.15789,1.15789,1.23529,1.25
120P06509,1.25,1.25,1.5,1.5
120P06512,1.17391,1.21739,1.28,1.27778
120P06513,1.4,1.4,1.6,2
120P06514,1.2381,1.22222,1.3,1.32
120P06515,1.33333,1.6,1.5,2.25
120P06516,1.45455,1.5,1.58824,1.69231
120P06519,1.25,1.5,1.5,2
120P06520,1.33333,1.25,1.25,1.33333
120P06521,1.6,1.33333,1.41667,1.6
120P06523,1.33333,1.33333,1.66667,1.5
120P06524,1.5,1.4,1.6,1.5
120P06525,1.33333,1.33333,2,2
120P06526,1.6,1.5,1.6,1.6
120P06527,1.3913,1.40909,1.5,1.52381
120P06529,1.25,1.25,1.4,1.25
120P06531,1.12821,1.11905,1.12195,1.15385
120P06532,1.1,1.14286,1.12195,1.15
120P06534,1.25,1.5,1.5,1.5
120P06535,1.8,1.71429,1.85714,1.57143
120P06536,1.3125,1.2,1.47368,1.30769
120P06537,1.58333,1.6,1.58824,2.08333
120P06539,1.75,1.6,1.75,1.66667
120P06540,1.5,1.75,1.5,1.66667
120P06541,1.57143,1.52941,1.64286,1.72222
120P06542,1.4,1.5,1.75,1.71429
120P06544,1.7,1.55556,1.58333,1.66667
120P06545,1.15385,1.30769,1.30769,1.54545
120P06548,1.25,1.5,1.6,1.8
120P06549,1.5,1.66667,1.8,2
120P06550,1.2,1.18182,1.3,1.33333
120P06552,1.42857,1.375,1.375,1.42857
120P06556,1.19048,1.18182,1.19048,1.25
120P06557,1.25,1.28571,1.28571,1.5
120P06558,2,2,2,2
120P06559,1.27273,1.18182,1.18182,1.3
120P06560,1.12903,1.12903,1.23333,1.25926
120P06561,1.4,1.2,1.6,1.75
120P06562,1.46667,1.5,1.5,1.54545
120P06563,1.10526,1.10526,1.11111,1.13158
120P06564,1.2,1.2,1.2,1.33333
120P06565,1.16667,1.16667,1.13889,1.30769
120P06566,1.11429,1.13514,1.15385,1.14706
120P06567,1.05556,1.05263,1.05263,1.11765
120P06568,1.12903,1.1,1.65625,1.14286
120P06569,1.22727,1.09091,1.26087,1.1
120P06570,1.15,1.07692,1.10811,1.11429
120P06571,1.3,1.3,1.55556,1.55556
120P06572,1.14286,1.25,1.33333,1.375
120P06573,1.28571,1.57143,1.66667,1.57143
120P06574,1.6,1.8,2.11111,1.90909
120P06575,1.25,1.22222,1.27778,1.35294
120P06576,1.5,1.33333,1.66667,1.66667
120P06577,1.4,1.33333,1.33333,1.6
120P06578,1.11429,1.11429,1.12121,1.15625
120P06579,1.16667,1.33333,1.33333,1.33333
120P06580,1.10345,1.10345,1.11538,1.11111
120P06582,2,2,2.5,2.5
120P06583,1.33333,1.33333,1.5,1.33333
120P06584,1.28571,1.125,1.28571,1.14286
120P06585,1.16667,1.16667,1.16667,1.16667
120P06586,2.66667,2.375,1.76923,2.375
120P06587,1.21739,1.20833,1.24,1.28571
120P06591,1.45455,1.41667,1.42857,1.58333
120P06595,1.27273,1.27273,1.36364,1.4
120P06599,1.38889,1.26316,1.4,1.5
120P06600,2,2,1,2
120P06601,1.23333,1.21212,1.26471,1.30769
120P06603,1.3,1.40741,1.48571,1.73684
120P06606,1,1,1.5,1
120P06607,1.375,1.25,1.42105,1.45455
120P06608,1,2,2,2
120P06609,1,1.5,1.5,1.5
120P06610,1.25,1.25,1.5,1.25
120P06611,1.16667,1.12121,1.15625,1.2069
120P06612,1.17647,1.15789,1.36842,1.1875
120P06613,1.4,1.4,1.33333,1.5
120P06614,1.375,1.25,1.375,1.28571
120P06615,3,2,1.75,1.4
120P06616,1.16216,1.16216,1.13889,1.17143
120P06619,1.5,1.5,1.5,1.75
120P06620,2.71429,1.72727,1.5,1.46154
120P06621,1.8,1.5,1.55556,1.71429
120P06622,1,1,1,1
120P06623,1.3,1.33333,1.44444,1.44444
120P06624,1.375,1.25,1.25,1.33333
120P06625,1.13043,1.13043,1.17391,1.19048
120P06626,1.5,1.5,1,1.5
120P06627,1.24,1.2069,1.28125,1.2963
120P06628,1.33333,1.5,1.16667,1.5
120P06630,1.25,1.2,1.5,1.5
120P06633,1.33333,1,1,1.5
120P06635,1.52941,1.69231,1.76923,1.86667
120P06636,,,,
120P06637,1.27273,1.18182,1.25,1.3
120P06640,1.6,1.4,1.6,1.77778
120P06643,1.875,1.75,1.85,1.89474
120P06644,1.66667,1.61111,1.57895,1.6875
120P06645,1,1,2,1
120P06646,1.36364,1.36364,1.64516,1.42105
120P06647,2,2,2,2
120P06648,1,1,1.5,1
120P06650,2,2,2,2
120P06651,1,1,1,1
120P06653,1.25,1.25,1.25,1.66667
120P06654,1,1,1,1
120P06655,1.25,1.5,1.75,1.5
120P06656,1.5,1.5,1.75,1.5
120P06657,2.5,2.2,2,2
120P06658,1.66667,2,1.66667,2.5
120P06660,1.375,1.375,1.44444,1.625
120P06661,1.17391,1.13636,1.17391,1.25
120P06662,1.2381,1.15789,1.21053,1.33333
120P06663,1.16,1.13043,1.13636,1.19048
120P06664,1.09091,1.2,1.1,1.1
120P06666,1.6,1.8,2,1.83333
120P06667,1.625,1.42857,1.14286,1.28571
120P06670,2,2,2,2
120P06671,1.5,1.5,1.5,1.5
120P06672,1.5,1.42857,1.42857,1.42857
120P06676,1.5,1.5,1.5,1.5
120P06687,1.25,1.31818,1.25,1.26316
120P06692,1.07895,1.07895,1.07895,1.10811
120P06693,1.10256,1.10256,1.075,1.10526
120P06696,1.2381,1.30435,1.3,1.25
120P06697,1.33333,1.3,1.34615,1.30769
120P06699,1.4,1.4,1.5,1.61538
120P06700,1.5,1.68421,1.55,2
120P06701,1.48,1.48,1.73684,1.45455
120P06706,1.33333,1.6,1.6,1.75
120P06707,1.44444,1.625,1.5,2
120P06708,1.25,1.25,1.2,1.33333
120P06709,1.33333,1.4,1.42857,1.5
120P06714,1.27273,1.18182,1.18182,1.2
120P06715,1.53333,1.35714,1.4,1.63636
120P06716,1.6,1.4,1.33333,1.75
120P06717,1.5,1.28571,1.42857,1.42857
120P06719,1.33333,1.16667,1.4,1.4
120P06720,1.71429,1.57143,1.57143,1.83333
120P06721,1.5,2,2,2
120P06722,1.35,1.57895,1.57895,1.83333
120P06723,2.5,2,2,2
120P06734,1.66667,1.66667,1.75,2.33333
120P06736,1.14286,1.15385,1.07143,1.14286
120P06739,1.46154,1.46154,1.61538,1.66667
120P06741,1.46667,1.42105,1.9,1.69231
120P06743,1.4375,1.47368,1.72727,1.57143
120P06745,1.52381,1.4,1.36842,1.5625
120P06747,1.3913,1.52381,1.52381,1.52632
120P06752,1.375,1.44444,1.5,1.5
120P06755,1.5,1.33333,1.5,1.42857
120P06756,1.2,1.2,1.2,1.5
120P06757,1.57143,1.44444,1.83333,1.83333
120P06758,1.6,1.6,1.5,1.5
120P06761,1.25,1.5,1.375,1.33333
120P06763,1.34375,1.32143,1.45833,1.57143
120P06769,1.5,1.35294,1.55,1.5
120P06770,1.31579,1.29268,1.76923,1.32258
120P06772,1.22222,1.36364,1.41176,1.44444
120P06776,1.4,1.4,1.16667,1.6
120P06778,2,2,2,1.5
120P06779,1.5,1.5,1.5,1.5
120P06780,1.36842,1.47059,1.47059,1.625
120P06782,1.20588,1.24242,1.25806,1.3
120P06793,1.24242,1.29268,1.25,1.38889
120P06794,1.33333,1.33333,1.33333,1.33333
120P06796,1.4,1.25,1.33333,1.57143
120P06801,2,2,1,2
120P06804,1.25,1.2,1.16667,1.25
120P06806,1.5,1.2381,1.28571,1.38889
120P06807,1.45455,1.33333,1.5,1.35714
120P06808,,,,
120P06809,1.21429,1.17949,1.15942,1.21212
120P06811,1.16667,1.08333,1.13636,1.14286
120P06812,1.5,1.5,1.33333,1.66667
120P06820,1.5,1.5,1.71429,1.5
120P06821,1.22222,1.22222,1.5,1.16667
120P06822,1.11111,1.11111,2.6,1.11111
120P06823,1.14286,1.14286,2.25,1.14286
120P06825,1.84,1.92308,1.78571,1.53846
120P06826,1.5,1.5,1.66667,1
120P06827,1.33333,1.33333,1.66667,2
120P06828,1.4,1.25,1.2,1.66667
120P06829,1.28571,1.66667,1.625,1.42857
120P06842,1.57143,1.57143,1.57143,1.57143
120P06850,1.5,1.5,1.5,1.5
120P06860,1.28571,2.14286,1.8,1.4
120P06865,1.3125,1.29412,1.46667,1.28571
120P06870,1.58824,1.54545,2.61538,1.8
120P06880,1.36364,1.25,1.63636,1.55556
120P06882,1.4,1.6,1.8,1.75
120P06891,1.5,1.83333,1.66667,1.71429
120P06892,1.5,2,2,1.5
120P06898,1.2,1.33333,1.33333,1.5
120P06907,1.66667,1.83333,2,2.8
120P06923,1.71429,2,2,2
120P06927,1.16667,1.14286,1.16667,1.4
120P06928,1.5,1.4,1.25,1.5
120P06938,1.66667,1.25,1.25,1.66667
